elec,Lagging_Current_Reactive_Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2_tCO2_,Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,week_status,Day_of_week,load_type,timestamp,steam
2.74,4.28,0,0,53.92,100,22500,Weekend,Sunday,Light_Load,17/06/2018 06:15,0.5
2.74,4.25,0,0,54.19,100,23400,Weekend,Sunday,Light_Load,17/06/2018 06:30,0.5
2.74,4.39,0,0,52.95,100,24300,Weekend,Sunday,Light_Load,17/06/2018 06:45,0.5
2.74,4.39,0,0,52.95,100,25200,Weekend,Sunday,Light_Load,17/06/2018 07:00,0.5
2.81,4.32,0,0,54.53,100,26100,Weekend,Sunday,Light_Load,17/06/2018 07:15,0.5
2.81,4.36,0,0,54.17,100,27000,Weekend,Sunday,Light_Load,17/06/2018 07:30,0.568682710107904
2.74,4.32,0,0,53.56,100,27900,Weekend,Sunday,Light_Load,17/06/2018 07:45,0.5
2.74,4.39,0,0,52.95,100,28800,Weekend,Sunday,Light_Load,17/06/2018 08:00,0.821747706546598
2.74,4.32,0,0,53.56,100,29700,Weekend,Sunday,Light_Load,17/06/2018 08:15,0.5
2.77,4.25,0,0,54.6,100,30600,Weekend,Sunday,Light_Load,17/06/2018 08:30,0.5
2.88,4.21,0,0,56.46,100,31500,Weekend,Sunday,Light_Load,17/06/2018 08:45,0.5
3.49,0.61,13.32,0,98.51,25.35,32400,Weekend,Sunday,Light_Load,17/06/2018 09:00,0.5
3.1,0,17.21,0,100,17.73,33300,Weekend,Sunday,Light_Load,17/06/2018 09:15,0.5
2.99,0,16.99,0,100,17.33,34200,Weekend,Sunday,Light_Load,17/06/2018 09:30,0.558384282688488
2.99,0,16.99,0,100,17.33,35100,Weekend,Sunday,Light_Load,17/06/2018 09:45,0.5
3.2,0,18.47,0,100,17.07,36000,Weekend,Sunday,Light_Load,17/06/2018 10:00,1.11441468985884
3.6,0,19.91,0,100,17.79,36900,Weekend,Sunday,Light_Load,17/06/2018 10:15,0.5
3.17,0,17.1,0,100,18.23,37800,Weekend,Sunday,Light_Load,17/06/2018 10:30,0.5
2.99,0,17.03,0,100,17.29,38700,Weekend,Sunday,Light_Load,17/06/2018 10:45,0.5
2.95,0,17.06,0,100,17.04,39600,Weekend,Sunday,Light_Load,17/06/2018 11:00,0.5
2.84,0,7.63,0,100,34.88,40500,Weekend,Sunday,Light_Load,17/06/2018 11:15,0.5
2.81,0,5.26,0,100,47.12,41400,Weekend,Sunday,Light_Load,17/06/2018 11:30,0.5
2.81,0,5.18,0,100,47.68,42300,Weekend,Sunday,Light_Load,17/06/2018 11:45,0.590693577467792
2.92,0,4.97,0,100,50.66,43200,Weekend,Sunday,Light_Load,17/06/2018 12:00,0.5
2.99,0,10.69,0,100,26.94,44100,Weekend,Sunday,Light_Load,17/06/2018 12:15,0.5
3.06,0,16.7,0,100,18.02,45000,Weekend,Sunday,Light_Load,17/06/2018 12:30,0.5
3.02,0,16.74,0,100,17.75,45900,Weekend,Sunday,Light_Load,17/06/2018 12:45,0.5
3.06,0,16.67,0,100,18.05,46800,Weekend,Sunday,Light_Load,17/06/2018 13:00,0.5
3.06,0,16.81,0,100,17.91,47700,Weekend,Sunday,Light_Load,17/06/2018 13:15,0.5
3.06,0,16.85,0,100,17.87,48600,Weekend,Sunday,Light_Load,17/06/2018 13:30,0.5
3.13,0,17.17,0,100,17.93,49500,Weekend,Sunday,Light_Load,17/06/2018 13:45,0.5
3.56,0,17.68,0,100,19.74,50400,Weekend,Sunday,Light_Load,17/06/2018 14:00,0.794601138913964
3.02,0,16.85,0,100,17.64,51300,Weekend,Sunday,Light_Load,17/06/2018 14:15,0.5
3.02,0,16.85,0,100,17.64,52200,Weekend,Sunday,Light_Load,17/06/2018 14:30,0.5
3.02,0,16.88,0,100,17.61,53100,Weekend,Sunday,Light_Load,17/06/2018 14:45,0.5
2.95,0,16.88,0,100,17.22,54000,Weekend,Sunday,Light_Load,17/06/2018 15:00,0.5
3.06,0,16.88,0,100,17.84,54900,Weekend,Sunday,Light_Load,17/06/2018 15:15,0.5
3.02,0,16.88,0,100,17.61,55800,Weekend,Sunday,Light_Load,17/06/2018 15:30,0.5
3.56,0,21.13,0,100,16.61,56700,Weekend,Sunday,Light_Load,17/06/2018 15:45,0.5
3.31,0,18.65,0,100,17.47,57600,Weekend,Sunday,Light_Load,17/06/2018 16:00,0.698754640156977
2.99,0,16.96,0,100,17.36,58500,Weekend,Sunday,Light_Load,17/06/2018 16:15,0.64796177418906
2.95,0,16.92,0,100,17.18,59400,Weekend,Sunday,Light_Load,17/06/2018 16:30,0.5
3.06,0,16.78,0,100,17.94,60300,Weekend,Sunday,Light_Load,17/06/2018 16:45,0.5
2.95,0,17.21,0,100,16.89,61200,Weekend,Sunday,Light_Load,17/06/2018 17:00,0.5
2.95,0,17.17,0,100,16.93,62100,Weekend,Sunday,Light_Load,17/06/2018 17:15,0.500497735558743
2.95,0,17.03,0,100,17.07,63000,Weekend,Sunday,Light_Load,17/06/2018 17:30,0.5
2.99,0,16.99,0,100,17.33,63900,Weekend,Sunday,Light_Load,17/06/2018 17:45,0.5
3.17,0,18.22,0,100,17.14,64800,Weekend,Sunday,Light_Load,17/06/2018 18:00,0.5
3.42,0,9.07,0,100,35.28,65700,Weekend,Sunday,Light_Load,17/06/2018 18:15,0.5
2.84,0,5.29,0,100,47.3,66600,Weekend,Sunday,Light_Load,17/06/2018 18:30,0.5
2.92,0,12.06,0,100,23.53,67500,Weekend,Sunday,Light_Load,17/06/2018 18:45,0.5
2.99,0,17.06,0,100,17.26,68400,Weekend,Sunday,Light_Load,17/06/2018 19:00,0.5
2.95,0,17.1,0,100,17,69300,Weekend,Sunday,Light_Load,17/06/2018 19:15,0.5
2.95,0,17.14,0,100,16.96,70200,Weekend,Sunday,Light_Load,17/06/2018 19:30,0.5
2.99,0,17.14,0,100,17.19,71100,Weekend,Sunday,Light_Load,17/06/2018 19:45,0.5
2.99,0,17.21,0,100,17.12,72000,Weekend,Sunday,Light_Load,17/06/2018 20:00,0.5
3.1,0,17.28,0,100,17.66,72900,Weekend,Sunday,Light_Load,17/06/2018 20:15,0.5
2.95,0,17.28,0,100,16.83,73800,Weekend,Sunday,Light_Load,17/06/2018 20:30,0.5
2.95,0,17.32,0,100,16.79,74700,Weekend,Sunday,Light_Load,17/06/2018 20:45,0.5
3.17,0,20.09,0,100,15.59,75600,Weekend,Sunday,Light_Load,17/06/2018 21:00,0.5
3.64,0,25.99,0,100,13.87,76500,Weekend,Sunday,Light_Load,17/06/2018 21:15,0.84645514178879
3.17,0,19.55,0,100,16.01,77400,Weekend,Sunday,Light_Load,17/06/2018 21:30,0.563769578100381
2.99,0,17.24,0,100,17.09,78300,Weekend,Sunday,Light_Load,17/06/2018 21:45,0.5
2.99,0,17.28,0,100,17.05,79200,Weekend,Sunday,Light_Load,17/06/2018 22:00,0.5
2.95,0.86,10.58,0,96,26.86,80100,Weekend,Sunday,Light_Load,17/06/2018 22:15,0.5
2.77,4,0,0,56.93,100,81000,Weekend,Sunday,Light_Load,17/06/2018 22:30,0.5
3.06,3.78,0,0,62.92,100,81900,Weekend,Sunday,Light_Load,17/06/2018 22:45,0.797032861976651
3.02,3.82,0,0,62.02,100,82800,Weekend,Sunday,Light_Load,17/06/2018 23:00,0.5
2.66,3.56,0,0,59.86,100,83700,Weekend,Sunday,Light_Load,17/06/2018 23:15,0.5
2.74,3.53,0,0,61.32,100,84600,Weekend,Sunday,Light_Load,17/06/2018 23:30,0.5
2.77,3.67,0,0,60.24,100,85500,Weekend,Sunday,Light_Load,17/06/2018 23:45,0.5
2.74,3.82,0,0,58.28,100,0,Weekend,Sunday,Light_Load,17/06/2018 00:00,1.22033532347817
2.74,3.74,0,0,59.1,100,900,Weekday,Monday,Light_Load,18/06/2018 00:15,1.27306837714413
2.74,3.85,0,0,57.98,100,1800,Weekday,Monday,Light_Load,18/06/2018 00:30,0.5
2.74,3.96,0,0,56.9,100,2700,Weekday,Monday,Light_Load,18/06/2018 00:45,0.5
2.77,4,0,0,56.93,100,3600,Weekday,Monday,Light_Load,18/06/2018 01:00,0.5
2.77,4.03,0,0,56.64,100,4500,Weekday,Monday,Light_Load,18/06/2018 01:15,0.5
2.81,4.1,0,0,56.53,100,5400,Weekday,Monday,Light_Load,18/06/2018 01:30,0.5
2.77,4.1,0,0,55.98,100,6300,Weekday,Monday,Light_Load,18/06/2018 01:45,0.5
2.77,4.14,0,0,55.61,100,7200,Weekday,Monday,Light_Load,18/06/2018 02:00,0.5
3.28,3.92,0,0,64.17,100,8100,Weekday,Monday,Light_Load,18/06/2018 02:15,0.5
3.24,4.25,0,0,60.63,100,9000,Weekday,Monday,Light_Load,18/06/2018 02:30,0.5
3.35,4.36,0,0,60.93,100,9900,Weekday,Monday,Light_Load,18/06/2018 02:45,0.5
2.84,4.1,0,0,56.94,100,10800,Weekday,Monday,Light_Load,18/06/2018 03:00,0.531678987888065
2.84,4.1,0,0,56.94,100,11700,Weekday,Monday,Light_Load,18/06/2018 03:15,0.630272091570481
2.77,4.03,0,0,56.64,100,12600,Weekday,Monday,Light_Load,18/06/2018 03:30,0.5
2.74,3.92,0,0,57.29,100,13500,Weekday,Monday,Light_Load,18/06/2018 03:45,0.5
2.74,3.92,0,0,57.29,100,14400,Weekday,Monday,Light_Load,18/06/2018 04:00,0.5
2.74,3.96,0,0,56.9,100,15300,Weekday,Monday,Light_Load,18/06/2018 04:15,0.5
2.74,3.82,0,0,58.28,100,16200,Weekday,Monday,Light_Load,18/06/2018 04:30,0.5
2.81,3.74,0,0,60.07,100,17100,Weekday,Monday,Light_Load,18/06/2018 04:45,0.5
2.74,3.74,0,0,59.1,100,18000,Weekday,Monday,Light_Load,18/06/2018 05:00,0.5
2.66,3.89,0,0,56.45,100,18900,Weekday,Monday,Light_Load,18/06/2018 05:15,0.5
2.7,3.78,0,0,58.12,100,19800,Weekday,Monday,Light_Load,18/06/2018 05:30,0.5
2.7,3.78,0,0,58.12,100,20700,Weekday,Monday,Light_Load,18/06/2018 05:45,0.5
3.13,3.56,0,0,66.03,100,21600,Weekday,Monday,Light_Load,18/06/2018 06:00,0.5
2.92,3.56,0,0,63.42,100,22500,Weekday,Monday,Light_Load,18/06/2018 06:15,0.5
2.7,3.67,0,0,59.26,100,23400,Weekday,Monday,Light_Load,18/06/2018 06:30,0.5
2.7,4,0,0,55.95,100,24300,Weekday,Monday,Light_Load,18/06/2018 06:45,0.5
2.66,3.74,0,0,57.96,100,25200,Weekday,Monday,Light_Load,18/06/2018 07:00,0.722829670164498
2.84,3.92,0,0,58.67,100,26100,Weekday,Monday,Light_Load,18/06/2018 07:15,0.5
3.46,4.93,0,0,57.45,100,27000,Weekday,Monday,Light_Load,18/06/2018 07:30,0.5
4.32,5.26,0,0,63.47,100,27900,Weekday,Monday,Light_Load,18/06/2018 07:45,0.5
5.26,6.08,0,0,65.43,100,28800,Weekday,Monday,Light_Load,18/06/2018 08:00,2.02024709494877
66.17,49.21,0,0.03,80.24,100,29700,Weekday,Monday,Light_Load,18/06/2018 08:15,0.898833731967543
77.04,58.03,0,0.04,79.88,100,30600,Weekday,Monday,Light_Load,18/06/2018 08:30,0.5
92.41,65.66,0,0.04,81.52,100,31500,Weekday,Monday,Light_Load,18/06/2018 08:45,0.5
111.78,59.65,0,0.05,88.22,100,32400,Weekday,Monday,Light_Load,18/06/2018 09:00,0.5
86.11,38.38,0,0.04,91.34,100,33300,Weekday,Monday,Medium_Load,18/06/2018 09:15,0.671072162392297
92.52,35.5,0,0.04,93.36,100,34200,Weekday,Monday,Medium_Load,18/06/2018 09:30,0.5
82.33,26.03,0,0.04,95.35,100,35100,Weekday,Monday,Medium_Load,18/06/2018 09:45,0.5
89.89,32.08,0,0.04,94.18,100,36000,Weekday,Monday,Medium_Load,18/06/2018 10:00,0.684070992546594
77.58,30.13,0,0.04,93.22,100,36900,Weekday,Monday,Maximum_Load,18/06/2018 10:15,0.5
72.54,20.48,0,0.03,96.24,100,37800,Weekday,Monday,Maximum_Load,18/06/2018 10:30,1.08770799371456
82.37,28.84,0,0.04,94.38,100,38700,Weekday,Monday,Maximum_Load,18/06/2018 10:45,0.5
92.92,32.4,0,0.04,94.42,100,39600,Weekday,Monday,Maximum_Load,18/06/2018 11:00,0.572075287787259
98.06,45.61,0,0.04,90.67,100,40500,Weekday,Monday,Maximum_Load,18/06/2018 11:15,0.5
66.96,34.13,0,0.03,89.09,100,41400,Weekday,Monday,Maximum_Load,18/06/2018 11:30,0.5
87.52,40.97,0,0.04,90.57,100,42300,Weekday,Monday,Maximum_Load,18/06/2018 11:45,0.518168297955819
71.71,34.85,0,0.03,89.94,100,43200,Weekday,Monday,Maximum_Load,18/06/2018 12:00,0.5
12.49,3.02,12.92,0.01,97.2,69.5,44100,Weekday,Monday,Medium_Load,18/06/2018 12:15,0.5
4.93,0,23.72,0,100,20.35,45000,Weekday,Monday,Medium_Load,18/06/2018 12:30,0.5
4.93,0,23.51,0,100,20.52,45900,Weekday,Monday,Medium_Load,18/06/2018 12:45,0.5
5.62,0,24.52,0,100,22.34,46800,Weekday,Monday,Medium_Load,18/06/2018 13:00,0.5
72.65,22.82,2.05,0.03,95.4,99.96,47700,Weekday,Monday,Maximum_Load,18/06/2018 13:15,0.826419940217897
83.52,26.78,0,0.04,95.22,100,48600,Weekday,Monday,Maximum_Load,18/06/2018 13:30,0.5
88.74,24.44,0,0.04,96.41,100,49500,Weekday,Monday,Maximum_Load,18/06/2018 13:45,0.5
70.13,16.92,0,0.03,97.21,100,50400,Weekday,Monday,Maximum_Load,18/06/2018 14:00,1.40993036124664
95,28.8,0,0.04,95.7,100,51300,Weekday,Monday,Maximum_Load,18/06/2018 14:15,1.3036178044062
94.36,28.51,0,0.04,95.73,100,52200,Weekday,Monday,Maximum_Load,18/06/2018 14:30,0.780786397809261
60.08,21.56,0,0.03,94.12,100,53100,Weekday,Monday,Maximum_Load,18/06/2018 14:45,0.5
52.49,19.73,0,0.02,93.61,100,54000,Weekday,Monday,Maximum_Load,18/06/2018 15:00,0.5
53.28,22.75,0,0.02,91.97,100,54900,Weekday,Monday,Maximum_Load,18/06/2018 15:15,0.5
69.37,22.46,0,0.03,95.14,100,55800,Weekday,Monday,Maximum_Load,18/06/2018 15:30,1.05239669723451
96.12,30.46,0,0.04,95.33,100,56700,Weekday,Monday,Maximum_Load,18/06/2018 15:45,0.5
84.67,25.42,0,0.04,95.78,100,57600,Weekday,Monday,Maximum_Load,18/06/2018 16:00,0.5
71.68,23.72,0,0.03,94.94,100,58500,Weekday,Monday,Maximum_Load,18/06/2018 16:15,0.5
50.72,18,0,0.02,94.24,100,59400,Weekday,Monday,Maximum_Load,18/06/2018 16:30,0.6717436035938
42.91,11.63,0,0.02,96.52,100,60300,Weekday,Monday,Maximum_Load,18/06/2018 16:45,0.5
59.47,19.69,0,0.03,94.93,100,61200,Weekday,Monday,Maximum_Load,18/06/2018 17:00,0.5
43.74,13.61,0,0.02,95.48,100,62100,Weekday,Monday,Medium_Load,18/06/2018 17:15,0.5
43.56,16.06,0.5,0.02,93.83,99.99,63000,Weekday,Monday,Medium_Load,18/06/2018 17:30,0.619528090077584
29.05,0.04,7.13,0.01,100,97.12,63900,Weekday,Monday,Medium_Load,18/06/2018 17:45,0.5
28.94,0,7.52,0.01,100,96.79,64800,Weekday,Monday,Medium_Load,18/06/2018 18:00,0.5
42.55,25.52,1.66,0.02,85.76,99.92,65700,Weekday,Monday,Medium_Load,18/06/2018 18:15,0.5
43.34,33.41,0,0.02,79.2,100,66600,Weekday,Monday,Medium_Load,18/06/2018 18:30,1.09926387688871
39.85,18.94,0,0.02,90.32,100,67500,Weekday,Monday,Medium_Load,18/06/2018 18:45,0.5
40.46,11.38,0,0.02,96.26,100,68400,Weekday,Monday,Medium_Load,18/06/2018 19:00,0.5
43.2,17.82,0,0.02,92.44,100,69300,Weekday,Monday,Medium_Load,18/06/2018 19:15,0.579053435188805
32.58,2.3,0.47,0.01,99.75,99.99,70200,Weekday,Monday,Medium_Load,18/06/2018 19:30,0.916392451149555
35.06,6.73,0.25,0.02,98.21,100,71100,Weekday,Monday,Medium_Load,18/06/2018 19:45,0.5
37.37,9.25,0,0.02,97.07,100,72000,Weekday,Monday,Medium_Load,18/06/2018 20:00,0.856101470058264
35.6,7.88,0,0.02,97.64,100,72900,Weekday,Monday,Medium_Load,18/06/2018 20:15,0.5
28.55,0.22,4.54,0.01,100,98.76,73800,Weekday,Monday,Medium_Load,18/06/2018 20:30,0.5
26.24,0.14,8.03,0.01,100,95.62,74700,Weekday,Monday,Medium_Load,18/06/2018 20:45,1.27260694747418
7.31,0,22,0,100,31.53,75600,Weekday,Monday,Medium_Load,18/06/2018 21:00,0.5
6.12,0,22.57,0,100,26.17,76500,Weekday,Monday,Medium_Load,18/06/2018 21:15,0.5
3.85,0,23.04,0,100,16.48,77400,Weekday,Monday,Medium_Load,18/06/2018 21:30,0.5
3.89,0,22.9,0,100,16.75,78300,Weekday,Monday,Medium_Load,18/06/2018 21:45,0.5
3.82,0,20.95,0,100,17.94,79200,Weekday,Monday,Medium_Load,18/06/2018 22:00,0.5
3.67,1.12,12.31,0,95.65,28.57,80100,Weekday,Monday,Medium_Load,18/06/2018 22:15,0.5
3.49,5.08,0,0,56.63,100,81000,Weekday,Monday,Medium_Load,18/06/2018 22:30,0.5
3.42,5.22,0,0,54.8,100,81900,Weekday,Monday,Medium_Load,18/06/2018 22:45,0.5
3.49,5.08,0,0,56.63,100,82800,Weekday,Monday,Medium_Load,18/06/2018 23:00,0.5
3.42,4.64,0,0,59.33,100,83700,Weekday,Monday,Light_Load,18/06/2018 23:15,0.5
3.2,4.07,0,0,61.81,100,84600,Weekday,Monday,Light_Load,18/06/2018 23:30,0.5
2.74,4.32,0,0,53.56,100,85500,Weekday,Monday,Light_Load,18/06/2018 23:45,0.5
3.28,4.75,0,0,56.82,100,0,Weekday,Monday,Light_Load,18/06/2018 00:00,0.5
2.99,4.54,0,0,55,100,900,Weekday,Tuesday,Light_Load,19/06/2018 00:15,0.5
2.81,4.39,0,0,53.91,100,1800,Weekday,Tuesday,Light_Load,19/06/2018 00:30,0.5
2.81,4.72,0,0,51.15,100,2700,Weekday,Tuesday,Light_Load,19/06/2018 00:45,0.5
2.74,4.36,0,0,53.21,100,3600,Weekday,Tuesday,Light_Load,19/06/2018 01:00,0.5
2.74,4.32,0,0,53.56,100,4500,Weekday,Tuesday,Light_Load,19/06/2018 01:15,0.5
2.74,4.43,0,0,52.6,100,5400,Weekday,Tuesday,Light_Load,19/06/2018 01:30,0.5
2.77,4.43,0,0,53.02,100,6300,Weekday,Tuesday,Light_Load,19/06/2018 01:45,0.5
2.81,4.5,0,0,52.97,100,7200,Weekday,Tuesday,Light_Load,19/06/2018 02:00,0.805090736903784
2.77,4.79,0,0,50.06,100,8100,Weekday,Tuesday,Light_Load,19/06/2018 02:15,0.5
2.74,4.5,0,0,52.01,100,9000,Weekday,Tuesday,Light_Load,19/06/2018 02:30,0.5
2.77,4.5,0,0,52.42,100,9900,Weekday,Tuesday,Light_Load,19/06/2018 02:45,0.786393868178148
2.74,4.5,0,0,52.01,100,10800,Weekday,Tuesday,Light_Load,19/06/2018 03:00,0.5
3.24,4.21,0,0,60.99,100,11700,Weekday,Tuesday,Light_Load,19/06/2018 03:15,0.5
3.02,4.54,0,0,55.39,100,12600,Weekday,Tuesday,Light_Load,19/06/2018 03:30,0.5
2.74,4.54,0,0,51.67,100,13500,Weekday,Tuesday,Light_Load,19/06/2018 03:45,0.5
2.74,4.46,0,0,52.35,100,14400,Weekday,Tuesday,Light_Load,19/06/2018 04:00,0.5
2.77,4.57,0,0,51.83,100,15300,Weekday,Tuesday,Light_Load,19/06/2018 04:15,0.5
2.77,4.43,0,0,53.02,100,16200,Weekday,Tuesday,Light_Load,19/06/2018 04:30,0.5
2.84,4.46,0,0,53.71,100,17100,Weekday,Tuesday,Light_Load,19/06/2018 04:45,0.5
2.77,4.79,0,0,50.06,100,18000,Weekday,Tuesday,Light_Load,19/06/2018 05:00,0.5
2.77,4.68,0,0,50.93,100,18900,Weekday,Tuesday,Light_Load,19/06/2018 05:15,0.5
3.31,5.04,0,0,54.89,100,19800,Weekday,Tuesday,Light_Load,19/06/2018 05:30,0.5
3.1,4.97,0,0,52.92,100,20700,Weekday,Tuesday,Light_Load,19/06/2018 05:45,0.5
2.7,4.79,0,0,49.1,100,21600,Weekday,Tuesday,Light_Load,19/06/2018 06:00,0.5
2.81,4.68,0,0,51.48,100,22500,Weekday,Tuesday,Light_Load,19/06/2018 06:15,0.5
2.74,4.75,0,0,49.97,100,23400,Weekday,Tuesday,Light_Load,19/06/2018 06:30,0.5
2.84,5.22,0,0,47.79,100,24300,Weekday,Tuesday,Light_Load,19/06/2018 06:45,0.788702935877208
2.88,5.29,0,0,47.82,100,25200,Weekday,Tuesday,Light_Load,19/06/2018 07:00,0.727566157379518
3.64,4.97,0,0,59.09,100,26100,Weekday,Tuesday,Light_Load,19/06/2018 07:15,0.5
3.2,5.08,0,0,53.3,100,27000,Weekday,Tuesday,Light_Load,19/06/2018 07:30,0.5
3.35,4.79,0,0,57.31,100,27900,Weekday,Tuesday,Light_Load,19/06/2018 07:45,0.5
3.17,4.36,0,0,58.81,100,28800,Weekday,Tuesday,Light_Load,19/06/2018 08:00,0.5
26.35,22.5,0,0.01,76.05,100,29700,Weekday,Tuesday,Light_Load,19/06/2018 08:15,0.5
32.9,29.12,0,0.02,74.88,100,30600,Weekday,Tuesday,Light_Load,19/06/2018 08:30,0.5
67.86,47.81,0,0.03,81.75,100,31500,Weekday,Tuesday,Light_Load,19/06/2018 08:45,0.5
79.88,30.64,0,0.04,93.37,100,32400,Weekday,Tuesday,Light_Load,19/06/2018 09:00,0.820512102925067
79.06,22.97,0,0.04,96.03,100,33300,Weekday,Tuesday,Medium_Load,19/06/2018 09:15,1.39896406725567
86.22,18.68,0,0.04,97.73,100,34200,Weekday,Tuesday,Medium_Load,19/06/2018 09:30,0.885744481910086
64.12,18.94,0,0.03,95.9,100,35100,Weekday,Tuesday,Medium_Load,19/06/2018 09:45,0.5
39.53,7.78,0.32,0.02,98.12,100,36000,Weekday,Tuesday,Medium_Load,19/06/2018 10:00,0.691591531843237
37.26,5.18,0.97,0.02,99.05,99.97,36900,Weekday,Tuesday,Maximum_Load,19/06/2018 10:15,0.5
38.38,7.52,0.04,0.02,98.13,100,37800,Weekday,Tuesday,Maximum_Load,19/06/2018 10:30,0.5
39.13,7.49,0,0.02,98.22,100,38700,Weekday,Tuesday,Maximum_Load,19/06/2018 10:45,0.5
39.02,7.02,0.04,0.02,98.42,100,39600,Weekday,Tuesday,Maximum_Load,19/06/2018 11:00,0.5
34.06,14.8,0,0.02,91.72,100,40500,Weekday,Tuesday,Maximum_Load,19/06/2018 11:15,0.5
35.64,21.49,0,0.02,85.64,100,41400,Weekday,Tuesday,Maximum_Load,19/06/2018 11:30,0.5
42.01,28.55,0,0.02,82.71,100,42300,Weekday,Tuesday,Maximum_Load,19/06/2018 11:45,0.5
47.45,33.88,0,0.02,81.38,100,43200,Weekday,Tuesday,Maximum_Load,19/06/2018 12:00,0.78855991071117
10.01,1.94,15.48,0,98.17,54.3,44100,Weekday,Tuesday,Medium_Load,19/06/2018 12:15,0.62166397890735
6.23,0,25.27,0,100,23.94,45000,Weekday,Tuesday,Medium_Load,19/06/2018 12:30,0.5
6.23,0,24.7,0,100,24.46,45900,Weekday,Tuesday,Medium_Load,19/06/2018 12:45,0.5
7.06,0,24.73,0,100,27.45,46800,Weekday,Tuesday,Medium_Load,19/06/2018 13:00,0.5
32.33,6.91,4.57,0.01,97.79,99.02,47700,Weekday,Tuesday,Maximum_Load,19/06/2018 13:15,0.5
43.27,16.74,0,0.02,93.26,100,48600,Weekday,Tuesday,Maximum_Load,19/06/2018 13:30,0.571329115467168
43.81,16.27,0,0.02,93.74,100,49500,Weekday,Tuesday,Maximum_Load,19/06/2018 13:45,0.5
45.11,16.81,0,0.02,93.71,100,50400,Weekday,Tuesday,Maximum_Load,19/06/2018 14:00,0.5
50.83,21.53,0,0.02,92.08,100,51300,Weekday,Tuesday,Maximum_Load,19/06/2018 14:15,0.5
73.26,29.63,0,0.03,92.7,100,52200,Weekday,Tuesday,Maximum_Load,19/06/2018 14:30,0.5
48.67,17.68,0,0.02,93.99,100,53100,Weekday,Tuesday,Maximum_Load,19/06/2018 14:45,0.582748544205633
81.07,26.68,0,0.04,94.99,100,54000,Weekday,Tuesday,Maximum_Load,19/06/2018 15:00,0.589397505664212
73.84,24.88,0,0.03,94.77,100,54900,Weekday,Tuesday,Maximum_Load,19/06/2018 15:15,0.5
66.96,23.04,0,0.03,94.56,100,55800,Weekday,Tuesday,Maximum_Load,19/06/2018 15:30,0.520068608023524
91.91,30.53,0,0.04,94.9,100,56700,Weekday,Tuesday,Maximum_Load,19/06/2018 15:45,0.5
91.44,31.75,0,0.04,94.47,100,57600,Weekday,Tuesday,Maximum_Load,19/06/2018 16:00,0.5
65.99,32.11,0,0.03,89.92,100,58500,Weekday,Tuesday,Maximum_Load,19/06/2018 16:15,0.5
54.4,25.42,0,0.02,90.6,100,59400,Weekday,Tuesday,Maximum_Load,19/06/2018 16:30,0.5
49.28,17.24,0,0.02,94.39,100,60300,Weekday,Tuesday,Maximum_Load,19/06/2018 16:45,0.996025205143176
43.67,17.06,0,0.02,93.14,100,61200,Weekday,Tuesday,Maximum_Load,19/06/2018 17:00,0.5
42.55,15.48,0.04,0.02,93.97,100,62100,Weekday,Tuesday,Medium_Load,19/06/2018 17:15,0.548669368113725
41.33,12.53,0.11,0.02,95.7,100,63000,Weekday,Tuesday,Medium_Load,19/06/2018 17:30,0.5
30.1,0.29,6.59,0.01,100,97.69,63900,Weekday,Tuesday,Medium_Load,19/06/2018 17:45,0.790703605060769
29.77,0,7.09,0.01,100,97.28,64800,Weekday,Tuesday,Medium_Load,19/06/2018 18:00,0.5
35.82,18.97,1.48,0.02,88.37,99.91,65700,Weekday,Tuesday,Medium_Load,19/06/2018 18:15,0.5
54.43,43.88,0,0.02,77.85,100,66600,Weekday,Tuesday,Medium_Load,19/06/2018 18:30,0.5
49.03,29.7,0,0.02,85.53,100,67500,Weekday,Tuesday,Medium_Load,19/06/2018 18:45,0.5
44.93,21.06,0,0.02,90.55,100,68400,Weekday,Tuesday,Medium_Load,19/06/2018 19:00,1.18602480479251
38.41,12.35,0,0.02,95.2,100,69300,Weekday,Tuesday,Medium_Load,19/06/2018 19:15,0.5
51.19,23.8,0,0.02,90.68,100,70200,Weekday,Tuesday,Medium_Load,19/06/2018 19:30,0.5
49.57,19.91,0,0.02,92.79,100,71100,Weekday,Tuesday,Medium_Load,19/06/2018 19:45,0.5
43.31,17.68,0,0.02,92.58,100,72000,Weekday,Tuesday,Medium_Load,19/06/2018 20:00,1.13369929694285
35.03,5.54,0.04,0.02,98.77,100,72900,Weekday,Tuesday,Medium_Load,19/06/2018 20:15,0.5
32.87,4.68,0.04,0.02,99,100,73800,Weekday,Tuesday,Medium_Load,19/06/2018 20:30,0.981247038749486
32.44,3.89,0.04,0.01,99.29,100,74700,Weekday,Tuesday,Medium_Load,19/06/2018 20:45,0.5
14.98,0.61,15.7,0.01,99.92,69.03,75600,Weekday,Tuesday,Medium_Load,19/06/2018 21:00,0.5
6.66,0,22.54,0,100,28.34,76500,Weekday,Tuesday,Medium_Load,19/06/2018 21:15,0.5
4.14,0,18.32,0,100,22.04,77400,Weekday,Tuesday,Medium_Load,19/06/2018 21:30,0.5
4,0,17.21,0,100,22.64,78300,Weekday,Tuesday,Medium_Load,19/06/2018 21:45,0.5
